source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:1901698,response to nitrogen compound,0.0012207309398551542,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",901,67,13,24936,0.19402985074626866,0.014428412874583796,query_1,['GO:0042221'],"['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000028755', 'ENSMUSG00000030279', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000032420', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000024620', 'ENSMUSG00000038894']","[['IDA'], ['ISS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA']]"
GO:BP,GO:0006954,inflammatory response,0.0012307123380431789,True,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",753,67,12,24936,0.1791044776119403,0.01593625498007968,query_1,['GO:0006952'],"['ENSMUSG00000023034', 'ENSMUSG00000037942', 'ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000047497', 'ENSMUSG00000020919']","[['IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IGI'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['IGI']]"
GO:BP,GO:0051726,regulation of cell cycle,0.0016388575361047767,True,"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]",925,67,13,24936,0.19402985074626866,0.014054054054054054,query_1,"['GO:0007049', 'GO:0050794']","['ENSMUSG00000023034', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000024913', 'ENSMUSG00000017639', 'ENSMUSG00000024824', 'ENSMUSG00000027185', 'ENSMUSG00000020919', 'ENSMUSG00000024620']","[['IDA'], ['IDA', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IGI'], ['IEA'], ['IMP'], ['IDA', 'IMP', 'ISS', 'ISO', 'IEA'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IGI', 'IEA'], ['ISS', 'IEA'], ['IGI'], ['IDA']]"
GO:BP,GO:1901699,cellular response to nitrogen compound,0.0017119159257394287,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",636,67,11,24936,0.16417910447761194,0.01729559748427673,query_1,"['GO:0070887', 'GO:1901698']","['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000030279', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000024620', 'ENSMUSG00000038894']","[['IDA'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA']]"
TF,TF:M01835,Factor: GKLF; motif: CCTCCYN,0.0017932223146098019,True,Factor: GKLF; motif: CCTCCYN,15988,69,66,21760,0.9565217391304348,0.00412809607205404,query_1,['TF:M00000'],"['ENSMUSG00000021765', 'ENSMUSG00000066258', 'ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000028755', 'ENSMUSG00000037942', 'ENSMUSG00000030279', 'ENSMUSG00000000555', 'ENSMUSG00000040964', 'ENSMUSG00000022371', 'ENSMUSG00000026070', 'ENSMUSG00000055923', 'ENSMUSG00000013846', 'ENSMUSG00000034429', 'ENSMUSG00000004040', 'ENSMUSG00000032724', 'ENSMUSG00000060317', 'ENSMUSG00000041930', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000028214', 'ENSMUSG00000027398', 'ENSMUSG00000058013', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000020592', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000046688', 'ENSMUSG00000022957', 'ENSMUSG00000005125', 'ENSMUSG00000022847', 'ENSMUSG00000021336', 'ENSMUSG00000046667', 'ENSMUSG00000030257', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000047153', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000093916', 'ENSMUSG00000024824', 'ENSMUSG00000006403', 'ENSMUSG00000020642', 'ENSMUSG00000027185', 'ENSMUSG00000052512', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000021196', 'ENSMUSG00000024131', 'ENSMUSG00000070436', 'ENSMUSG00000025178', 'ENSMUSG00000001473', 'ENSMUSG00000030199', 'ENSMUSG00000027580', 'ENSMUSG00000008855', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000026074', 'ENSMUSG00000026470', 'ENSMUSG00000038894']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
GO:BP,GO:0034097,response to cytokine,0.0018268088701490106,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:sl]",1096,67,14,24936,0.208955223880597,0.012773722627737226,query_1,['GO:1901652'],"['ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000046688', 'ENSMUSG00000022847', 'ENSMUSG00000047497', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000021196', 'ENSMUSG00000024620', 'ENSMUSG00000021559']","[['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISS', 'ISO', 'NAS', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IPI'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IEP'], ['IEA'], ['IMP', 'IEA']]"
GO:MF,GO:0005515,protein binding,0.002125991458575194,True,"""Binding to a protein."" [GOC:go_curators]",9549,71,48,23512,0.676056338028169,0.005026704366949419,query_1,['GO:0005488'],"['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000028755', 'ENSMUSG00000020741', 'ENSMUSG00000037942', 'ENSMUSG00000000555', 'ENSMUSG00000040964', 'ENSMUSG00000022371', 'ENSMUSG00000026070', 'ENSMUSG00000055923', 'ENSMUSG00000004040', 'ENSMUSG00000032724', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000028214', 'ENSMUSG00000027398', 'ENSMUSG00000058013', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000020592', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000032420', 'ENSMUSG00000046688', 'ENSMUSG00000022957', 'ENSMUSG00000005125', 'ENSMUSG00000030257', 'ENSMUSG00000024913', 'ENSMUSG00000030302', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000024824', 'ENSMUSG00000006403', 'ENSMUSG00000027185', 'ENSMUSG00000052512', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000024131', 'ENSMUSG00000070436', 'ENSMUSG00000030199', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000026470', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IEA'], ['IPI'], ['IPI', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IPI'], ['IEA'], ['IEA'], ['IPI', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IEA'], ['IPI', 'IEA'], ['IPI'], ['IPI', 'IEA'], ['IPI', 'IEA'], ['ISS', 'IEA'], ['IPI'], ['IPI', 'IMP'], ['IPI', 'ISS', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IPI', 'IEA'], ['IPI'], ['IEA'], ['IEA'], ['IEA'], ['IPI', 'IEA'], ['IPI', 'IEA'], ['IEA'], ['IEA'], ['IPI', 'IEA'], ['ISS', 'IEA'], ['ISS', 'IEA'], ['IPI', 'IEA'], ['IPI', 'IEA'], ['IPI'], ['IEA'], ['IEA'], ['IPI'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IPI', 'IEA'], ['IDA', 'IPI'], ['IPI', 'IEA'], ['IEA'], ['IPI', 'TAS', 'IEA'], ['IPI', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IPI', 'IEA']]"
GO:BP,GO:0012501,programmed cell death,0.0021916736286436743,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1854,67,18,24936,0.26865671641791045,0.009708737864077669,query_1,['GO:0008219'],"['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000000555', 'ENSMUSG00000013846', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000022957', 'ENSMUSG00000024913', 'ENSMUSG00000024824', 'ENSMUSG00000020919', 'ENSMUSG00000030199', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IDA', 'IMP', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IDA', 'IEA'], ['IMP', 'IGI'], ['IMP', 'IGI', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IDA'], ['IEA'], ['IMP'], ['IMP'], ['IMP', 'IGI'], ['IGI'], ['IMP'], ['IDA', 'IMP', 'IGI', 'ISO', 'TAS', 'IEA'], ['IMP']]"
GO:BP,GO:0008219,cell death,0.0021916736286436743,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1854,67,18,24936,0.26865671641791045,0.009708737864077669,query_1,['GO:0009987'],"['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000000555', 'ENSMUSG00000013846', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000022957', 'ENSMUSG00000024913', 'ENSMUSG00000024824', 'ENSMUSG00000020919', 'ENSMUSG00000030199', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IDA', 'IMP', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IDA', 'IEA'], ['IMP', 'IGI'], ['IMP', 'IGI', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IDA'], ['IEA'], ['IMP'], ['IMP'], ['IMP', 'IGI'], ['IGI'], ['IMP'], ['IDA', 'IMP', 'IGI', 'ISO', 'TAS', 'IEA'], ['IMP']]"
GO:BP,GO:0008283,cell population proliferation,0.002442409942043325,True,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",1868,67,18,24936,0.26865671641791045,0.009635974304068522,query_1,['GO:0009987'],"['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000037942', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000044734', 'ENSMUSG00000005125', 'ENSMUSG00000022847', 'ENSMUSG00000024913', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000030199', 'ENSMUSG00000024620', 'ENSMUSG00000038894']","[['IMP'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IGI'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IGI'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP', 'IGI', 'IEA'], ['IDA'], ['IMP'], ['ISO', 'IEA'], ['IMP', 'IEA'], ['IEA'], ['IMP', 'IGI'], ['ISS', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IGI']]"
REAC,REAC:R-MMU-8983432,Interleukin-15 signaling,0.0024960097004860294,True,Interleukin-15 signaling,10,38,3,8514,0.07894736842105263,0.3,query_1,['REAC:R-MMU-451927'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919']","[['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0048522,positive regulation of cellular process,0.0025864968014753507,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5332,67,32,24936,0.47761194029850745,0.006001500375093774,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']","['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000037942', 'ENSMUSG00000030279', 'ENSMUSG00000000555', 'ENSMUSG00000040964', 'ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000020592', 'ENSMUSG00000039145', 'ENSMUSG00000046688', 'ENSMUSG00000022957', 'ENSMUSG00000022847', 'ENSMUSG00000024913', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000024824', 'ENSMUSG00000027185', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000030199', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IDA', 'IMP', 'IGI', 'ISO', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IMP', 'IGI', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['ISS', 'NAS'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP', 'IGI', 'IEA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA'], ['IDA', 'ISO', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IGI'], ['ISS', 'IEA'], ['ISO', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['ISO', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEA']]"
TF,TF:M08995_1,Factor: CTCF; motif: NAGGGGGCGCNNKNNNN; match class: 1,0.002886709362862789,True,Factor: CTCF; motif: NAGGGGGCGCNNKNNNN; match class: 1,9387,69,49,21760,0.7101449275362319,0.005219985085756898,query_1,['TF:M08995'],"['ENSMUSG00000021765', 'ENSMUSG00000066258', 'ENSMUSG00000023034', 'ENSMUSG00000020741', 'ENSMUSG00000030279', 'ENSMUSG00000000555', 'ENSMUSG00000040964', 'ENSMUSG00000022371', 'ENSMUSG00000055923', 'ENSMUSG00000004040', 'ENSMUSG00000060317', 'ENSMUSG00000041930', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000028214', 'ENSMUSG00000027398', 'ENSMUSG00000058013', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000020592', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000005125', 'ENSMUSG00000022847', 'ENSMUSG00000046667', 'ENSMUSG00000030257', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000047153', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000024824', 'ENSMUSG00000006403', 'ENSMUSG00000020919', 'ENSMUSG00000021196', 'ENSMUSG00000070436', 'ENSMUSG00000025178', 'ENSMUSG00000001473', 'ENSMUSG00000030199', 'ENSMUSG00000027580', 'ENSMUSG00000008855', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000026074', 'ENSMUSG00000026470', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
GO:BP,GO:0007275,multicellular organism development,0.0031097390571640654,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",4535,67,29,24936,0.43283582089552236,0.00639470782800441,query_1,"['GO:0032501', 'GO:0048856']","['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000000555', 'ENSMUSG00000022371', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000027398', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000039145', 'ENSMUSG00000005125', 'ENSMUSG00000022847', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000030302', 'ENSMUSG00000017639', 'ENSMUSG00000021250', 'ENSMUSG00000052512', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000070436', 'ENSMUSG00000030199', 'ENSMUSG00000041773', 'ENSMUSG00000024620', 'ENSMUSG00000038894']","[['IMP', 'IGI', 'ISO', 'IEA'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IGI', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IMP'], ['IMP', 'IGI'], ['IMP', 'TAS'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IMP', 'ISS'], ['IMP', 'ISS', 'IEA'], ['IMP', 'IGI'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IDA'], ['IMP', 'IGI', 'IEA'], ['IGI', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IEA'], ['ISO', 'IEA'], ['IMP', 'IGI', 'ISS', 'IEA'], ['IMP'], ['IMP'], ['IEA'], ['IMP', 'IGI', 'IEP', 'TAS', 'IEA'], ['IMP']]"
WP,WP:WP297,IL 7 signaling pathway,0.003473686928795203,True,IL 7 signaling pathway,44,27,4,4801,0.14814814814814814,0.09090909090909091,query_1,['WP:000000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000020919', 'ENSMUSG00000038894']","[['WP'], ['WP'], ['WP'], ['WP']]"
KEGG,KEGG:05200,Pathways in cancer,0.004055940111140483,True,Pathways in cancer,545,43,10,10539,0.23255813953488372,0.01834862385321101,query_1,['KEGG:00000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000025225', 'ENSMUSG00000002900', 'ENSMUSG00000023067', 'ENSMUSG00000024913', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000024620', 'ENSMUSG00000021559']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0071345,cellular response to cytokine stimulus,0.00411241721188941,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]",1005,67,13,24936,0.19402985074626866,0.012935323383084577,query_1,['GO:0034097'],"['ENSMUSG00000026070', 'ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000046688', 'ENSMUSG00000022847', 'ENSMUSG00000047497', 'ENSMUSG00000021250', 'ENSMUSG00000020919', 'ENSMUSG00000021196', 'ENSMUSG00000024620', 'ENSMUSG00000021559']","[['IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISS', 'ISO', 'NAS', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IPI'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEP'], ['IEA'], ['IMP', 'IEA']]"
GO:BP,GO:0042981,regulation of apoptotic process,0.004851169370991434,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1371,67,15,24936,0.22388059701492538,0.010940919037199124,query_1,"['GO:0006915', 'GO:0043067']","['ENSMUSG00000023034', 'ENSMUSG00000037820', 'ENSMUSG00000000555', 'ENSMUSG00000013846', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021127', 'ENSMUSG00000039145', 'ENSMUSG00000022957', 'ENSMUSG00000024913', 'ENSMUSG00000024824', 'ENSMUSG00000020919', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IDA', 'IEA'], ['IMP', 'IGI'], ['IEA'], ['ISS', 'IEA'], ['IDA'], ['IMP'], ['IMP'], ['IMP', 'IGI'], ['IGI'], ['IDA', 'IMP', 'ISO', 'IEA'], ['IMP']]"
KEGG,KEGG:04630,JAK-STAT signaling pathway,0.004892579882728887,True,JAK-STAT signaling pathway,171,43,6,10539,0.13953488372093023,0.03508771929824561,query_1,['KEGG:00000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000023067', 'ENSMUSG00000022847', 'ENSMUSG00000020919', 'ENSMUSG00000024620']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:04659,Th17 cell differentiation,0.005020000836018805,True,Th17 cell differentiation,105,43,5,10539,0.11627906976744186,0.047619047619047616,query_1,['KEGG:00000'],"['ENSMUSG00000004040', 'ENSMUSG00000004043', 'ENSMUSG00000027398', 'ENSMUSG00000021250', 'ENSMUSG00000020919']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0048523,negative regulation of cellular process,0.005166422840517394,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",4924,67,30,24936,0.44776119402985076,0.006092607636068237,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']","['ENSMUSG00000021765', 'ENSMUSG00000023034', 'ENSMUSG00000028755', 'ENSMUSG00000037942', 'ENSMUSG00000000555', 'ENSMUSG00000013846', 'ENSMUSG00000004040', 'ENSMUSG00000038539', 'ENSMUSG00000004043', 'ENSMUSG00000028214', 'ENSMUSG00000027398', 'ENSMUSG00000002900', 'ENSMUSG00000021127', 'ENSMUSG00000023067', 'ENSMUSG00000044734', 'ENSMUSG00000039145', 'ENSMUSG00000001229', 'ENSMUSG00000022957', 'ENSMUSG00000005125', 'ENSMUSG00000024913', 'ENSMUSG00000047497', 'ENSMUSG00000024824', 'ENSMUSG00000027185', 'ENSMUSG00000032290', 'ENSMUSG00000020919', 'ENSMUSG00000030199', 'ENSMUSG00000008855', 'ENSMUSG00000041773', 'ENSMUSG00000021559', 'ENSMUSG00000038894']","[['IMP', 'IGI', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IMP'], ['IDA', 'IMP', 'IGI', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'IGI'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'ISO', 'IEA'], ['IMP', 'ISS', 'ISO', 'IEA'], ['IMP'], ['IDA'], ['IEA'], ['IMP'], ['IMP'], ['IEA'], ['IEA'], ['IGI', 'IEA'], ['IEA'], ['ISO', 'IEA'], ['IGI'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP', 'IEA']]"
GO:BP,GO:0045647,negative regulation of erythrocyte differentiation,0.005379067907526554,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of erythrocyte differentiation."" [GOC:go_curators]",11,67,3,24936,0.04477611940298507,0.2727272727272727,query_1,"['GO:0030218', 'GO:0045638', 'GO:0045646']","['ENSMUSG00000004043', 'ENSMUSG00000021127', 'ENSMUSG00000020919']","[['IGI'], ['ISS', 'IEA'], ['IGI']]"
