source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:MF,GO:0015078,proton transmembrane transporter activity,0.0028352691695509176,True,"""Enables the transfer of a proton from one side of a membrane to the other."" [GOC:ai]",145,43,5,23512,0.11627906976744186,0.034482758620689655,query_1,['GO:0008324'],"['ENSMUSG00000006057', 'ENSMUSG00000018566', 'ENSMUSG00000022551', 'ENSMUSG00000018770', 'ENSMUSG00000016319']","[['ISS', 'IEA'], ['TAS'], ['IEA'], ['IEA'], ['IDA']]"
GO:BP,GO:0009259,ribonucleotide metabolic process,0.003132032951372573,True,"""The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",349,42,7,24936,0.16666666666666666,0.02005730659025788,query_1,"['GO:0009117', 'GO:0019693']","['ENSMUSG00000006057', 'ENSMUSG00000058624', 'ENSMUSG00000024712', 'ENSMUSG00000041237', 'ENSMUSG00000030647', 'ENSMUSG00000028307', 'ENSMUSG00000018770']","[['ISS', 'IEA'], ['IDA'], ['IEA'], ['IEA'], ['NAS', 'IEA'], ['ISS', 'IC', 'IEA'], ['IEA']]"
REAC,REAC:R-MMU-71336,Pentose phosphate pathway,0.0033206746694698715,True,Pentose phosphate pathway,15,27,3,8514,0.1111111111111111,0.2,query_1,['REAC:R-MMU-71387'],"['ENSMUSG00000025742', 'ENSMUSG00000021957', 'ENSMUSG00000031432']","[['REAC'], ['REAC'], ['REAC']]"
GO:CC,GO:0005743,mitochondrial inner membrane,0.0035484242385002826,True,"""The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."" [GOC:ai]",519,41,7,25413,0.17073170731707318,0.01348747591522158,query_1,"['GO:0019866', 'GO:0031966']","['ENSMUSG00000006057', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000021474', 'ENSMUSG00000030647', 'ENSMUSG00000016319', 'ENSMUSG00000040414']","[['HDA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['IDA', 'HDA', 'IEA'], ['HDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['IDA', 'HDA', 'IEA'], ['TAS', 'IEA']]"
GO:CC,GO:0031967,organelle envelope,0.003932648332102366,True,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",1231,41,10,25413,0.24390243902439024,0.008123476848090982,query_1,"['GO:0043227', 'GO:0043229', 'GO:0110165']","['ENSMUSG00000006057', 'ENSMUSG00000027792', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000021474', 'ENSMUSG00000030647', 'ENSMUSG00000040410', 'ENSMUSG00000018770', 'ENSMUSG00000016319', 'ENSMUSG00000040414']","[['HDA', 'IEA'], ['IDA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['IDA', 'HDA', 'IEA'], ['HDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'HDA', 'IEA'], ['TAS', 'IEA']]"
WP,WP:WP1265,Polyol pathway,0.004709449995426884,True,Polyol pathway,4,22,2,4801,0.09090909090909091,0.5,query_1,['WP:000000'],"['ENSMUSG00000029162', 'ENSMUSG00000028307']","[['WP'], ['WP']]"
GO:CC,GO:0019866,organelle inner membrane,0.006390864077349917,True,"""The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites."" [GOC:mah]",569,41,7,25413,0.17073170731707318,0.012302284710017574,query_1,"['GO:0031090', 'GO:0031967']","['ENSMUSG00000006057', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000021474', 'ENSMUSG00000030647', 'ENSMUSG00000016319', 'ENSMUSG00000040414']","[['HDA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['IDA', 'HDA', 'IEA'], ['HDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['IDA', 'HDA', 'IEA'], ['TAS', 'IEA']]"
GO:MF,GO:0004749,ribose phosphate diphosphokinase activity,0.008357609789002327,True,"""Catalysis of the reaction: D-ribose 5-phosphate + ATP = 5-phospho-alpha-D-ribose 1-diphosphate + AMP + 2 H+."" [RHEA:15609]",4,43,2,23512,0.046511627906976744,0.5,query_1,['GO:0016778'],"['ENSMUSG00000025742', 'ENSMUSG00000031432']","[['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA']]"
KEGG,KEGG:05022,Pathways of neurodegeneration - multiple diseases,0.00870785886559204,True,Pathways of neurodegeneration - multiple diseases,471,27,7,10539,0.25925925925925924,0.014861995753715499,query_1,['KEGG:00000'],"['ENSMUSG00000006057', 'ENSMUSG00000025487', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000030647', 'ENSMUSG00000018770', 'ENSMUSG00000016319']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0046496,nicotinamide nucleotide metabolic process,0.01320327010705035,True,"""The chemical reactions and pathways involving nicotinamide nucleotides, any nucleotide that contains combined nicotinamide."" [ISBN:0198506732]",161,42,5,24936,0.11904761904761904,0.031055900621118012,query_1,"['GO:0009117', 'GO:0072524']","['ENSMUSG00000025742', 'ENSMUSG00000041237', 'ENSMUSG00000028307', 'ENSMUSG00000021957', 'ENSMUSG00000031432']","[['IMP'], ['IEA'], ['ISS', 'IC', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP']]"
GO:MF,GO:0016778,diphosphotransferase activity,0.013913158707321228,True,"""Catalysis of the transfer of a diphosphate group from one compound (donor) to a another (acceptor)."" [GOC:jl, PMID:1651917]",5,43,2,23512,0.046511627906976744,0.4,query_1,['GO:0016772'],"['ENSMUSG00000025742', 'ENSMUSG00000031432']","[['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA']]"
REAC,REAC:R-MMU-73843,5-Phosphoribose 1-diphosphate biosynthesis,0.015233027945037787,True,5-Phosphoribose 1-diphosphate biosynthesis,4,27,2,8514,0.07407407407407407,0.5,query_1,['REAC:R-MMU-71336'],"['ENSMUSG00000025742', 'ENSMUSG00000031432']","[['REAC'], ['REAC']]"
REAC,REAC:R-MMU-1430728,Metabolism,0.01591146467256313,True,Metabolism,1740,27,15,8514,0.5555555555555556,0.008620689655172414,query_1,['REAC:0000000'],"['ENSMUSG00000054469', 'ENSMUSG00000006057', 'ENSMUSG00000031708', 'ENSMUSG00000058624', 'ENSMUSG00000025487', 'ENSMUSG00000025742', 'ENSMUSG00000024712', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000030647', 'ENSMUSG00000028307', 'ENSMUSG00000021957', 'ENSMUSG00000031432', 'ENSMUSG00000018770', 'ENSMUSG00000020532']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0009123,nucleoside monophosphate metabolic process,0.01617452853122602,True,"""The chemical reactions and pathways involving a nucleoside monophosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with phosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",78,42,4,24936,0.09523809523809523,0.05128205128205128,query_1,['GO:0006753'],"['ENSMUSG00000058624', 'ENSMUSG00000025742', 'ENSMUSG00000024712', 'ENSMUSG00000031432']","[['IDA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0072524,pyridine-containing compound metabolic process,0.016236130154551325,True,"""The chemical reactions and pathways involving a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof."" [GOC:mah]",168,42,5,24936,0.11904761904761904,0.02976190476190476,query_1,['GO:0008152'],"['ENSMUSG00000025742', 'ENSMUSG00000041237', 'ENSMUSG00000028307', 'ENSMUSG00000021957', 'ENSMUSG00000031432']","[['IMP'], ['IEA'], ['ISS', 'IC', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP']]"
HP,HP:0011033,Impairment of fructose metabolism,0.01633543026447099,True,An impairment of a fructose metabolic process.,2,18,2,5328,0.1111111111111111,1.0,query_1,['HP:0032245'],"['ENSMUSG00000029162', 'ENSMUSG00000028307']","[['HP'], ['HP']]"
KEGG,KEGG:04714,Thermogenesis,0.01656167914645374,True,Thermogenesis,231,27,5,10539,0.18518518518518517,0.021645021645021644,query_1,['KEGG:00000'],"['ENSMUSG00000006057', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000030647', 'ENSMUSG00000018770']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:05014,Amyotrophic lateral sclerosis,0.01735272647498064,True,Amyotrophic lateral sclerosis,368,27,6,10539,0.2222222222222222,0.016304347826086956,query_1,['KEGG:00000'],"['ENSMUSG00000006057', 'ENSMUSG00000025487', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000030647', 'ENSMUSG00000018770']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:CC,GO:0031090,organelle membrane,0.020583031630053764,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3276,41,15,25413,0.36585365853658536,0.004578754578754579,query_1,"['GO:0016020', 'GO:0043227']","['ENSMUSG00000059327', 'ENSMUSG00000054469', 'ENSMUSG00000006057', 'ENSMUSG00000031708', 'ENSMUSG00000018566', 'ENSMUSG00000026426', 'ENSMUSG00000022551', 'ENSMUSG00000000088', 'ENSMUSG00000081534', 'ENSMUSG00000021474', 'ENSMUSG00000030647', 'ENSMUSG00000040410', 'ENSMUSG00000018770', 'ENSMUSG00000016319', 'ENSMUSG00000040414']","[['IDA'], ['IEA'], ['HDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISO', 'TAS', 'IEA'], ['IEA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IMP', 'IEA'], ['HDA', 'ISS', 'IEA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['TAS', 'IEA']]"
GO:MF,GO:0070061,fructose binding,0.020845482638345552,True,"""Binding to the D- or L-enantiomer of fructose, the ketohexose arabino-hex-2-ulose."" [CHEBI:28757, GOC:BHF, GOC:mah]",6,43,2,23512,0.046511627906976744,0.3333333333333333,query_1,['GO:0048029'],"['ENSMUSG00000029162', 'ENSMUSG00000028307']","[['IEA'], ['IEA']]"
GO:BP,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,0.029609482188398144,True,"""The chemical reactions and pathways resulting in the formation of 5-phosphoribose 1-diphosphate, also known as 5-phosphoribosyl-1-pyrophosphate."" [GOC:ai]",4,42,2,24936,0.047619047619047616,0.5,query_1,"['GO:0046390', 'GO:0046391']","['ENSMUSG00000025742', 'ENSMUSG00000031432']","[['IDA', 'IMP', 'IEA'], ['IDA', 'IEA']]"
GO:BP,GO:0046391,5-phosphoribose 1-diphosphate metabolic process,0.029609482188398144,True,"""The chemical reactions and pathways involving 5-phosphoribose 1-diphosphate, also known as 5-phosphoribosyl-1-pyrophosphate."" [GOC:ai]",4,42,2,24936,0.047619047619047616,0.5,query_1,['GO:0019693'],"['ENSMUSG00000025742', 'ENSMUSG00000031432']","[['IDA', 'IMP', 'IEA'], ['IDA', 'IEA']]"
GO:BP,GO:0009150,purine ribonucleotide metabolic process,0.03110017230313987,True,"""The chemical reactions and pathways involving a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",328,42,6,24936,0.14285714285714285,0.018292682926829267,query_1,"['GO:0006163', 'GO:0009259']","['ENSMUSG00000006057', 'ENSMUSG00000058624', 'ENSMUSG00000041237', 'ENSMUSG00000030647', 'ENSMUSG00000028307', 'ENSMUSG00000018770']","[['ISS', 'IEA'], ['IDA'], ['IEA'], ['NAS', 'IEA'], ['ISS', 'IC', 'IEA'], ['IEA']]"
WP,WP:WP295,Electron transport chain,0.03410503310858544,True,Electron transport chain,97,22,4,4801,0.18181818181818182,0.041237113402061855,query_1,['WP:000000'],"['ENSMUSG00000000088', 'ENSMUSG00000030647', 'ENSMUSG00000018770', 'ENSMUSG00000016319']","[['WP'], ['WP'], ['WP'], ['WP']]"
KEGG,KEGG:04932,Non-alcoholic fatty liver disease,0.039050099699663214,True,Non-alcoholic fatty liver disease,156,27,4,10539,0.14814814814814814,0.02564102564102564,query_1,['KEGG:00000'],"['ENSMUSG00000022551', 'ENSMUSG00000041237', 'ENSMUSG00000000088', 'ENSMUSG00000030647']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
WP,WP:WP157,Glycolysis and gluconeogenesis,0.049770966265778045,True,Glycolysis and gluconeogenesis,48,22,3,4801,0.13636363636363635,0.0625,query_1,['WP:000000'],"['ENSMUSG00000018566', 'ENSMUSG00000041237', 'ENSMUSG00000028307']","[['WP'], ['WP'], ['WP']]"
