,ZT0 Tx,ZT0 V,ZT12 Tx,ZT12 V
KLK1B4,24.00881802593066,22.01077869429286,18.236298219321654,11.899613558559478
KRT19,40.45297720383318,53.78140550186783,28.50336757972768,27.11511626620962
KRT7,46.65702310481605,46.78845350000914,25.793608049936193,20.73045814455315
KXD1,281.0674357047691,252.35631587955555,367.66492976299986,429.36359052250856
KYAT1,2488.183055552143,2548.9079434742966,2612.958603567429,2277.34867675952
LAGE3,91.86682784923137,77.06680526126138,108.78319496505786,125.01834248249592
LAMA1,183.08563612643158,218.30129503121663,220.53040737762905,187.44484388506189
LAMA4,165.38627175262312,186.21896052946713,189.23238139315131,161.61890466063383
LAMB2,197.2269711422122,180.2303172384054,163.1887268910117,155.02961303050364
LARP4B,1352.2415541609412,1512.1887617467985,1735.7371015262809,2098.885624150623
