,ZT0Tx,ZT0V,ZT12Tx,ZT12V
Delta Notch Signaling Pathway WP265,-0.0712440420463901,-0.607029793784346,-0.273078734829863,0.700818201101838
GPCRs Class A Rhodopsin Like WP189,0.512521740745364,0.218436868945706,-0.172797643541871,-0.602705332741895
GPCRs Peptide WP234,0.556159420289855,0.430253623188406,-0.326539855072464,-0.750452898550725
Ectodysplasin A Signaling In Hair Follicle Development WP3652,-0.571751923947488,-0.382526029877773,0.359891353553644,0.631507469443187
Oxidative Stress Response WP412,0.00679347826086957,0.0764413988657844,-0.098731884057971,0.132183261934629
Mapk Cascade WP251,-0.0498188405797101,0.20965200807098,-0.369758423799393,0.436950976042591
Apoptosis Modulation By HSP70 WP166,-0.768220914440924,-0.23947487550928,0.559076505205976,0.435038478949751
GPCRs Class B Secretin Like WP456,-0.0946129470348573,-0.845178813942961,0.425079221367135,0.561792666364871
Dravet Syndrome Scn1a A1783V Point Mutation Model WP5298,0.408823715448354,-0.635439969365265,-0.699744162296388,0.852086077421783
Notch Signaling Pathway WP29,-0.493416377596371,-0.703670140462166,0.419365440553858,0.618565151180271
Eicosanoid Metabolism Via Cytochrome P450 Monooxygenases WP4349,0.350837483023993,0.655952919873246,-0.166138524219104,-0.916704391127207
Cytoplasmic Ribosomal Proteins WP163,-0.714609800362976,0.408225436920944,0.059437386569873,0.778960004711005
Wnt Signaling In Kidney Disease WP3857,0.551235974754558,0.647045663214904,-0.660778985507246,-0.404438405797102
EBV LMP1 Signaling WP1243,0.517428700769579,0.469443186962426,-0.644182888184699,-0.417836124943413
Proteasome Degradation WP519,-0.416001131639706,-0.0856821230916868,0.10829179882193,0.52861158203161
SIDS Susceptibility Pathways WP1266,-0.484834766862834,-0.46129470348574,0.259393390674513,0.726573110004527
