,Tx ZT0,Tx ZT12,V ZT0,V ZT12
LCN2,2232.0402937481267,2511.8466343556624,389.39948363904614,396.5289288497481
LDB1,426.92248229894926,527.9898148184827,378.5089329056885,633.3104178527229
LDHA,6874.635060852009,7851.985583973409,5855.146167904007,4741.918389523667
LDHA-PS2,66.29647061778127,52.49980102501221,48.81710053879786,34.10566906158276
LDHD,2220.2754931914455,2288.7943947922336,2075.685121696611,2467.205696651244
LDLR,2918.8679944994547,5382.1399756892815,3837.193447829854,5093.045007967113
LDLRAD3,147.06870903107477,157.1521629079306,127.69641201347156,159.99770983426396
LDLRAD4,121.15235439089405,178.63402801822107,147.3029184506842,196.17776400560174
LEAP2,696.1752834680199,187.60958973246218,582.0239151791933,174.2276621863742
LENG1,99.14127943235135,136.5223657467735,121.53190389264898,130.90435475367883
LEO1,254.23853543115965,129.77358185890293,277.413572310036,98.64335632360466
LEPROTL1,266.5399822432039,153.930263183182,251.0326621225573,131.15676354863484
LETMD1,314.977277486432,398.2062678824506,367.29607459596804,402.48350164921106
LGALS1,125.41786715882165,77.22905807091706,80.70966776397954,59.77646063043284
LGALS4,178.63054081448215,199.585661713064,151.1146745017799,300.48031321990777
LGALS8,1375.9794337313763,995.5423011228119,1166.1776968985905,1078.2409633442567
LGALS9,4887.030331403201,2908.5784995386607,4330.478826357014,2862.1210732077834
LGALSL,464.4761661667449,85.00456643390673,478.43401390582693,72.69227605562742
LGMN,926.6634821584456,925.4554033492891,757.616787429503,693.3479747532147
LGR5,296.35422948863953,132.22187194583535,222.03040901422523,107.28048173011484
LHFPL2,211.15298760407535,138.82720779466317,227.57311565685018,119.23168736656642
LHFPL6,101.75896270111738,83.19615747810661,128.26540603654712,80.40017025854475
LHX6,57.051449978091775,32.71061339882533,71.37726224714513,26.05232791640176
LIG1,63.38228992725867,83.5081374021167,45.18544368508477,46.50138983469393
LILRB4A,87.47993728855164,37.805423584568615,52.998692220186626,27.29631829842671
LILRB4B,161.3163344510727,47.89985354416706,77.01698603975088,53.85539587569756
LIMD2,140.34900369772424,229.3614112903981,140.55325823536296,215.64779708146068
LIMS2,637.2524809969616,923.4373517194637,689.5768804387616,1128.5743141741211
LIN52,89.96738153357792,123.34924136413115,93.68234019153198,121.7552283369355
LIN7C,414.0899246208893,501.229297319497,487.8529997309888,547.7671359096189
LINGO4,31.557212401698074,93.78272328844876,32.13294962807818,88.26056271807937
LIPA,2832.6165570127105,2347.075679914951,3293.0573193975847,2147.9410126469934
LIPC,1532.9886809791376,1216.717496042709,1985.425140934619,1315.5456355472538
LIPE,252.78282893323524,320.298379413232,284.4574264848388,286.9803502910459
LIPG,210.8546384952832,670.356661363411,222.7649454016722,1157.6463004753584
LITAF,1611.9828705412888,601.4725978504529,1079.0172308201118,558.781778745748
LLGL2,583.6038321323861,457.72209287379434,744.2582058610024,434.93715128449594
LLPH,71.74058599635217,104.1461464834556,80.05012823985201,91.45137948588267
LMAN1,2916.800835302939,3512.398991529319,3417.5772347383577,3084.5405574595065
LMAN2L,232.79182301823607,189.8315534850924,263.60093875722737,185.2896236111956
LMBR1L,228.5355490137271,250.2110589400476,223.26794728620567,271.3972635523433
LMNB2,126.56321808986155,167.7661568558419,136.541961420454,141.0777170251055
LMNTD2,21.09109870834331,50.095973881140004,29.667941877642374,31.98546631416802
LMO7,537.5043485759691,666.8878628868333,523.2737683586146,725.1095896915285
LNCPPARA,157.35470618128474,118.77621946360368,150.49940463979587,99.12438986979284
LNX2,658.5430897829251,368.1327263377015,635.0205535520718,337.4713213187706
LONP2,4701.816795347853,3027.9810088072086,4580.545501640241,3413.8349579222345
LONRF1,74.40814678452324,222.43230304075846,90.21257061647026,229.30688115921544
LONRF3,131.4762226024167,107.31608522225578,197.96790549980224,132.26412769708514
LOXL1,62.23231961450946,34.008555406255795,38.81661770485734,13.504537890913841
LOXL4,541.9462745129704,19.238035336275974,694.4098936222927,23.677784303073945
LPAR6,230.567624515363,192.22678614627287,250.07595525094507,149.97623519404496
LPCAT3,1089.4992391002165,1176.9453592026928,1097.9293520570864,1293.9532277446222
LPIN1,820.9447428745758,7030.477608091038,912.3612618381193,14134.948892191687
LPIN2,1778.3895386816287,6764.585501542772,2868.960497925245,10608.586260631297
LPL,243.17942689429174,311.40641261939885,229.00304134599818,198.5808159287326
LRATD1,40.23787049576845,36.626656587715054,47.477840285271384,22.952072361441925
LRFN3,215.95699831440174,54.732415122201594,272.10114592914186,29.207650239788308
LRG1,9689.894980073566,10873.684173477726,3443.980793670927,3835.1982167147294
LRIF1,115.00163098487195,66.49416737277738,123.19553584042715,76.07311779015006
LRIG1,730.6503799343118,475.4132772218048,608.1274342861057,502.86725915792846
LRIG2,368.5169325487787,181.75902986657312,341.12471197238193,204.9129315257121
LRIT1,246.83623498654268,303.6997173376701,266.85204840579115,425.9882728329867
LRIT2,76.75796492942672,86.47024659142114,63.440639491964085,123.05729162082018
